split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,99.9480740793592,76.57645252453963,0.9401775780051917,3.1870893901673165,0.9813937831303096,0.0,474
validation,87.98947946662643,67.25787668513372,0.9497645501738806,2.6171452763864953,0.9835716995894688,6.744430432570864e-118,158
test,230.21895324890718,184.2509591706945,0.6815834905702545,7.44391567746977,0.8316211516778025,6.002517576248353e-42,159
