split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,347.29685840088666,263.1718990763022,0.27770128613372447,11.048794376647953,0.5269737053532502,3.1461053892364045e-35,474
validation,341.7175181654766,265.307282546819,0.24232442807277355,10.68676805096988,0.4967226295852447,3.180851887142753e-11,158
test,372.1598156646407,294.61537032195594,0.16790601397108074,12.378955153529771,0.43493218601342676,1.011624022899069e-08,159
