split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,158.57788989536732,123.46646292872757,0.8494085200686725,5.045800711780676,0.9297722208378899,5.646189582637317e-207,474
validation,146.0944761866377,109.48145717073145,0.8615106459124485,4.225838755403119,0.9339851106911179,1.286330152377788e-71,158
test,218.8981579174827,172.48426407782821,0.712129182542425,6.989123352135963,0.8440099360658265,2.49103681678195e-44,159
