split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,0.8761854484585575,0.5661491641128596,0.9999954026538506,0.022487044784106593,0.9999979293332185,0.0,474
validation,389.758507315499,312.2639408576938,0.014310783843738517,12.560830789666557,0.37350055976698676,1.3405569993965238e-06,158
test,387.9117940995487,301.5393085812975,0.09597717555811658,12.58307929701434,0.42118066848345626,3.232690192765934e-08,159
