split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,347.29685869807645,263.1720768407581,0.2777012848975495,11.048799116453853,0.5269737042730468,3.1461065658784546e-35,474
validation,341.71703277663073,265.30858710099045,0.2423265805349134,10.686812589083013,0.49672291695735576,3.1807561023157767e-11,158
test,372.15849940196836,294.61486177613494,0.16791189989573319,12.378922966911663,0.43493355700913805,1.011504228739903e-08,159
