RMSE,MSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
388.4194533950629,150869.6717757194,306.5561439200622,0.08213679367728932,12.754220442470027,0.2865951738555722,2.0228683101391716e-16,791
