Model,CV_RMSE_Mean,CV_RMSE_Std,CV_R2_Mean,CV_R2_Std,CV_MAE_Mean,CV_MAE_Std,Full_RMSE,Full_R2,Full_MAE
CatBoost_Baseline,271.4085511559566,14.565720732146946,0.5501938306708983,0.04477083078073149,211.45289684339,10.051837703247575,83.67477524707569,0.9574043622988129,65.65783891208481
Stacking_Ensemble,273.75549844842817,14.524957099364679,0.5423471965891798,0.04516084118670065,212.6885648790178,10.490946494396253,132.67141295548703,0.8929144863193482,103.96120082204088
