split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,27.213566860687454,20.13626130284124,0.9955650771593951,0.8028483384060533,0.9982064167920969,0.0,474
validation,262.90393775436434,203.12690549326902,0.5515201032398982,7.922735501772969,0.7472470610530535,1.7498924250827536e-29,158
test,260.45706978777207,208.5949601825062,0.5924454669964787,8.39705726119589,0.7714251136379726,1.233796374529666e-32,159
