split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,263.5670909458803,199.55126315028252,0.5839960077697395,8.09891938757751,0.7641963151915478,6.136113375411884e-92,474
validation,253.4982957539303,203.7965558864089,0.5830356869302482,7.904785316319905,0.7674916402628617,6.220055387697297e-32,158
test,252.42408163757133,195.01687302840654,0.6171972957948534,7.771235467389054,0.7867241256059987,1.0333562369791352e-34,159
