split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,105.35488771319027,81.4401690416593,0.9335301790114501,3.3344526997551083,0.9753274788392462,8.105197375353e-312,474
validation,254.3543588448207,196.4896861503109,0.5802147570032504,7.715620869894913,0.7655568260700678,1.0926694464422736e-31,158
test,241.827348199484,192.57615607829248,0.6486627040810398,7.638884367494943,0.8071397602021271,9.126503863840949e-38,159
