split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,263.56701577123516,199.5590934625414,0.5839962450751476,8.099202148536069,0.7641964702059207,6.135287459242313e-92,474
validation,253.50125465440019,203.80164888658925,0.5830259530336273,7.904899084575059,0.7674849799030261,6.232189486671111e-32,158
test,252.41243871013972,195.00497573118074,0.6172326081255128,7.770718989603116,0.7867474202314997,1.0255529630058107e-34,159
