split,RMSE,MAE,R²,MAPE,Correlation,P-value,Sample_Size
train,189.32323743722904,146.70289577302344,0.7853539125210903,5.937655842305505,0.8957542479009193,2.695630174831293e-168,474
validation,253.49873311882484,196.580221521415,0.5830342481378524,7.678248670136635,0.7670492703813179,7.078630660110741e-32,158
test,234.35546326102147,189.90489202862557,0.6700382550400857,7.5856086402011735,0.8206492269940229,5.386355235433756e-40,159
